User Name,Drivers Id,Date,Policy Number,Location,Issue,Fraud,,,,,,,
Kaitlyn,20100826,2/12/19,20080522,Frankford,Bike & Car Accident,0,,,,,,,
Ciji,20090705,2/13/19,20091214,Franklin,Bike Accident,0,,,,,,,
Ashely,20090830,2/14/19,20091211,Fraziers Bottom,Cars Accident,1,,,,,,,
Giselle,20090830,2/15/19,20080316,Freeman,Bike & Car Accident,1,,,,,,,
Tess,20080130,2/16/19,20081016,French Creek,Cars Accident,0,,,,,,,
Maegan,20100114,2/17/19,20081212,Frenchton,Cars Accident,0,,,,,,,
Echo,20091129,7/20/18,20090522,Friendly,Bike & Car Accident,0,,,,,,,
Dwan,20080805,6/5/18,20090908,Gallagher,Bike Accident,0,,,,,,,
Britni,20080815,6/8/18,20090424,Gallipolis Ferry,Cars Accident,0,,,,,,,
Ashli,20100718,5/4/18,20100614,Galloway,Bike & Car Accident,0,,,,,,,
Paola,20080225,6/5/18,20090901,Gandeeville,Bike Accident,0,,,,,,,
Ashlea,20080812,6/2/18,20090918,Gap Mills,Bike Accident,0,,,,,,,
Caitlyn,20080808,7/6/18,20100415,Gary,Bike & Car Accident,1,,,,,,,
Tyesha,20080808,7/3/18,20080925,Gassaway,Bike & Car Accident,1,,,,,,,
Maira,20081111,7/17/18,20090211,Gauley Bridge,Cars Accident,0,,,,,,,
Brittani,20081120,5/4/18,20091116,Gay,Cars Accident,0,,,,,,,
Tasia,20100418,6/1/18,20100111,Genoa,Cars Accident,0,,,,,,,
Grisel,20080130,7/17/18,20100214,Gerrardstown,Bike Accident,0,,,,,,,
Kaylee,20090929,7/3/18,20100403,Ghent,Bike Accident,0,,,,,,,
Shenna,20091010,5/2/18,20090810,Gilbert,Cars Accident,0,,,,,,,
Teela,20091113,6/29/18,20080925,Gilboa,Cars Accident,0,,,,,,,
Savanna,20100118,6/19/18,20080930,Given,Bike & Car Accident,0,,,,,,,
Breann,20080808,7/20/18,20090313,Glady,Bike & Car Accident,1,,,,,,,
Mckenzie,20080808,6/12/18,20100417,Glasgow,Cars Accident,1,,,,,,,
Janessa,20081016,4/20/18,20080306,Glen,Bike & Car Accident,0,,,,,,,
Kasandra,20080526,6/26/18,20080322,Glen Dale,Bike Accident,0,,,,,,,
Markita,20080711,6/5/18,20090924,Glen Daniel,Cars Accident,0,,,,,,,
Karly,20081004,6/21/18,20100911,Glen Easton,Bike & Car Accident,0,,,,,,,
Magen,20080216,7/8/18,20081129,Glen Ferris,Cars Accident,0,,,,,,,
Dannielle,20090314,7/13/18,20081005,Glen Fork,Cars Accident,0,,,,,,,
Cierra,20080917,5/30/18,20081016,Glen Jean,Bike & Car Accident,0,,,,,,,
Sade,20081022,5/1/18,20090316,Glen Rogers,Bike Accident,0,,,,,,,
Krystina,20080808,7/17/18,20090417,Glen White,Cars Accident,1,,,,,,,
Micaela,20080808,6/16/18,20100224,Glengary,Bike & Car Accident,1,,,,,,,
Ciera,20080220,5/7/18,20080809,Glenville,Bike Accident,0,,,,,,,
Brittni,20080308,6/13/18,20090207,Glenwood,Bike Accident,0,,,,,,,
Kayleigh,20080315,6/18/18,20080408,Gordon,Bike & Car Accident,0,,,,,,,
Britany,20080618,7/25/18,20080820,Gormania,Bike & Car Accident,0,,,,,,,
Alyse,20081230,7/18/18,20081001,Grafton,Cars Accident,0,,,,,,,
Deandra,20081228,7/27/18,20090707,Grant Town,Cars Accident,0,,,,,,,
Brittny,20081116,7/12/18,20100102,Grantsville,Cars Accident,0,,,,,,,
Kaley,20090615,4/15/18,20100106,Granville,Bike Accident,0,,,,,,,
Alysha,20090825,4/11/18,20090210,Grassy Meadows,Bike Accident,1,,,,,,,
Jazmine,20090825,7/12/18,20100620,Great Cacapon,Cars Accident,1,,,,,,,
Shaquita,20091026,4/27/18,20100104,Green Bank,Cars Accident,0,,,,,,,
Krysten,20081212,6/11/18,20090531,Green Spring,Bike & Car Accident,0,,,,,,,
Brittanie,20090101,7/8/18,20080110,Green Sulphur Springs,Bike & Car Accident,0,,,,,,,
Krystin,20071215,6/12/18,20080506,Greenville,Cars Accident,0,,,,,,,
Magan,20080122,7/17/18,20081216,Griffithsville,Bike & Car Accident,0,,,,,,,
Katelin,20080422,6/14/18,20091111,Gypsy,Bike Accident,0,,,,,,,
Violeta,20080127,6/6/18,20091031,Hacker Valley,Cars Accident,0,,,,,,,
Kasie,20080802,5/25/18,20091102,Halltown,Bike & Car Accident,0,,,,,,,
Jessika,20100809,4/25/18,20091211,Hambleton,Cars Accident,1,,,,,,,
Kelsie,20100809,7/20/18,20090210,Hamlin,Cars Accident,1,,,,,,,
Mariel,20080323,5/22/18,20100915,Handley,Bike & Car Accident,0,,,,,,,
Shira,20080712,7/24/18,20090601,Hanover,Bike Accident,0,,,,,,,
Jaqueline,20090621,5/7/18,20090928,Hansford,Cars Accident,0,,,,,,,
Amberly,20090830,7/27/18,20090606,Harman,Bike & Car Accident,0,,,,,,,
Samatha,20090627,7/27/18,20090622,Harper,Bike Accident,0,,,,,,,
Eliana,20080913,5/23/18,20090119,Harpers Ferry,Bike Accident,0,,,,,,,
Kaleigh,20090214,7/12/18,20100525,Harrisville,Bike & Car Accident,0,,,,,,,
Nakita,20100309,5/31/18,20080529,Hartford,Bike & Car Accident,0,,,,,,,
Phylicia,20080321,3/21/18,20080127,Harts,Cars Accident,1,,,,,,,
Brittaney,20080321,6/26/18,20081226,Haywood,Cars Accident,1,,,,,,,
Katlyn,20090709,7/23/18,20090731,Heaters,Cars Accident,0,,,,,,,
Shardae,20090925,7/10/18,20091116,Hedgesville,Cars Accident,0,,,,,,,
Jerrica,20090416,7/24/18,20100308,Helen,Bike & Car Accident,0,,,,,,,
Porsha,20090720,7/25/18,20081024,Helvetia,Bike Accident,0,,,,,,,
Britta,20100616,7/6/18,20090205,Hemphill,Cars Accident,0,,,,,,,
Sharde,20080414,7/17/18,20090424,Henderson,Bike & Car Accident,0,,,,,,,
Cherrelle,20080820,6/7/18,20090527,Hendricks,Bike Accident,0,,,,,,,
Katelynn,20090226,5/29/18,20081109,Henlawson,Bike Accident,0,,,,,,,
Mallorie,20091210,7/19/18,20100701,Hensley,Bike & Car Accident,1,,,,,,,
Cherelle,20091210,7/17/18,20090906,Hepzibah,Bike & Car Accident,1,,,,,,,
Malorie,20081204,7/2/18,20090518,Herndon,Cars Accident,0,,,,,,,
Sable,20100507,6/11/18,20080829,Hernshaw,Cars Accident,0,,,,,,,
Kaila,20080928,4/23/18,20100715,Hewett,Cars Accident,0,,,,,,,
Ashlyn,20080224,4/16/18,20101124,Hiawatha,Bike Accident,0,,,,,,,
Shanae,20100502,7/17/18,20100223,Hico,Bike Accident,0,,,,,,,
Sharday,20090310,6/19/18,20080228,High View,Cars Accident,0,,,,,,,
Fabiola,20100621,7/15/18,20090712,Hillsboro,Cars Accident,0,,,,,,,
Iliana,20091104,6/12/18,20090611,Hilltop,Bike & Car Accident,0,,,,,,,
Kyrie,20100403,4/4/18,20090902,Hinton,Bike & Car Accident,1,,,,,,,
Leandra,20100403,7/20/18,20091003,Holden,Cars Accident,1,,,,,,,
Shatara,20080906,4/9/18,20090404,Hometown,Bike & Car Accident,0,,,,,,,
Kortney,20090407,7/21/18,20071229,Horner,Bike Accident,0,,,,,,,
Janay,20090619,6/28/18,20080921,Hugheston,Cars Accident,0,,,,,,,
Ayla,20081012,6/28/18,20100703,Hundred,Bike & Car Accident,0,,,,,,,
Cayla,20090201,7/28/18,20101201,Huntington,Cars Accident,0,,,,,,,
Yessenia,20091004,4/12/18,20080621,Hurricane,Cars Accident,0,,,,,,,
Skye,20100313,7/18/18,20101010,Huttonsville,Bike & Car Accident,0,,,,,,,
Kelsi,20090127,7/6/18,20100913,Iaeger,Bike Accident,0,,,,,,,
Jerica,20090120,7/9/18,20080917,Idamay,Cars Accident,1,,,,,,,
Tiera,20090120,7/25/18,20080917,Ikes Fork,Bike & Car Accident,1,,,,,,,
Jesenia,20100406,5/7/18,20100920,Independence,Bike Accident,0,,,,,,,
Kaela,20080722,6/7/18,20090603,Indore,Bike Accident,0,,,,,,,
Karli,20091120,7/24/18,20080524,Institute,Bike & Car Accident,0,,,,,,,
Porsche,20100201,6/15/18,20090505,Inwood,Bike & Car Accident,0,,,,,,,
Kalyn,20080621,3/22/18,20090720,Ireland,Cars Accident,0,,,,,,,
Chanelle,20080905,4/20/18,20090803,Isaban,Cars Accident,0,,,,,,,
Alessandra,20100618,6/30/18,20081201,Itmann,Cars Accident,0,,,,,,,
Lakendra,20100605,4/15/18,20090103,Ivydale,Bike Accident,0,,,,,,,
Lauryn,20090514,5/11/18,20080917,Jacksonburg,Bike Accident,1,,,,,,,
Kaycee,20090808,7/7/18,20080917,Jane Lew,Cars Accident,1,,,,,,,
Kailey,20090419,4/26/18,20100209,Jeffrey,Cars Accident,0,,,,,,,
Denisse,20080627,6/11/18,20080309,Jenkinjones,Bike & Car Accident,0,,,,,,,
Jessenia,20081206,7/23/18,20080505,Jesse,Bike & Car Accident,0,,,,,,,
Anjelica,20100627,7/17/18,20091209,Jolo,Cars Accident,0,,,,,,,
Sarai,20100628,5/23/18,20091222,Josephine,Bike & Car Accident,0,,,,,,,
Tianna,20080517,6/19/18,20091206,Julian,Bike Accident,0,,,,,,,
Kaylin,20080612,7/3/18,20080606,Jumping Branch,Cars Accident,0,,,,,,,
Kaylyn,20080820,7/9/18,20090325,Junior,Bike & Car Accident,0,,,,,,,
Denisha,20090826,7/19/18,20080917,Justice,Cars Accident,1,,,,,,,
Stephani,20090920,5/24/18,20080917,Kanawha Falls,Cars Accident,1,,,,,,,
Kaylie,20091021,7/11/18,20081012,Kanawha Head,Bike & Car Accident,0,,,,,,,
Danae,20080710,7/26/18,20090408,Kearneysville,Bike Accident,0,,,,,,,
Shanice,20090411,7/10/18,20090624,Kegley,Cars Accident,0,,,,,,,
Jaleesa,20090604,7/18/18,20100420,Kellysville,Bike & Car Accident,0,,,,,,,
Jalisa,20090628,7/12/18,20090815,Kenna,Bike Accident,0,,,,,,,
Whitley,20090907,7/3/18,20090825,Kenova,Bike Accident,0,,,,,,,
Deja,20091031,6/4/18,20100614,Kerens,Bike & Car Accident,0,,,,,,,
Taja,20100102,6/29/18,20080528,Kermit,Bike & Car Accident,0,,,,,,,
Chelsi,20100410,6/24/18,20080917,Keslers Cross Lanes,Cars Accident,1,,,,,,,
Genesis,20100510,7/2/18,20080917,Keyser,Cars Accident,1,,,,,,,
Katlin,20100528,7/20/18,20091120,Kiahsville,Cars Accident,0,,,,,,,
Kimber,20100830,5/14/18,20101003,Kimball,Bike Accident,0,,,,,,,
Brittnee,20090614,6/29/18,20101013,Kimberly,Bike Accident,0,,,,,,,
Kierra,20090925,7/24/18,20090907,Kincaid,Cars Accident,0,,,,,,,
Alexandrea,20081023,7/9/18,20080622,Kingmont,Cars Accident,0,,,,,,,
Anais,20081029,6/25/18,20081102,Kingwood,Bike & Car Accident,0,,,,,,,
Allyssa,20080413,7/28/18,20081022,Kistler,Bike & Car Accident,0,,,,,,,
Kiersten,20081102,6/28/18,20071224,Kopperston,Cars Accident,0,,,,,,,
Breana,20100507,6/28/18,20080106,Kyle,Bike & Car Accident,1,,,,,,,
Diandra,20091001,6/29/18,20080106,Lahmansville,Bike Accident,1,,,,,,,
Sarina,20090510,7/6/18,20080615,Lake,Cars Accident,0,,,,,,,
Lizbeth,20080702,7/11/18,20080713,Lanark,Bike & Car Accident,0,,,,,,,
Kiera,20080821,7/9/18,20080619,Lansing,Cars Accident,0,,,,,,,
Katarina,20080715,7/24/18,20090324,Lashmeet,Cars Accident,0,,,,,,,
Jalissa,20081004,7/18/18,20090411,Lavalette,Bike & Car Accident,0,,,,,,,
Hali,20081118,7/3/18,20080328,Layland,Bike Accident,0,,,,,,,
Carli,20090618,7/3/18,20080422,Le Roy,Cars Accident,0,,,,,,,
Tiarra,20090803,6/22/18,20081013,Left Hand,Bike & Car Accident,0,,,,,,,
Grecia,20090817,4/17/18,20081013,Leivasy,Bike Accident,1,,,,,,,
Moriah,20090929,4/9/18,20090123,Lenore,Bike Accident,1,,,,,,,
Kaitlynn,20090916,7/19/18,20080315,Leon,Bike & Car Accident,0,,,,,,,
Brittnie,20081018,7/2/18,20080423,Lerona,Bike & Car Accident,0,,,,,,,
Flor,20100830,7/18/18,20080415,Lesage,Cars Accident,0,,,,,,,
Elizabet,20101205,6/1/18,20090114,Leslie,Cars Accident,0,,,,,,,
Alexandr,20080621,7/22/18,20090402,Lester,Cars Accident,0,,,,,,,
Britny,20081227,6/27/18,20090811,Letart,Bike Accident,0,,,,,,,
Katherin,20090213,5/19/18,20100227,Levels,Bike Accident,0,,,,,,,
Mikayla,20090404,7/21/18,20080323,Lewisburg,Cars Accident,0,,,,,,,
Audrianna,20090623,5/8/18,20080518,Liberty,Cars Accident,1,,,,,,,
Kirstie,20090724,7/25/18,20080518,Lindside,Bike & Car Accident,1,,,,,,,
Asha,20090330,6/5/18,20081206,Linn,Bike & Car Accident,0,,,,,,,
Kallie,20080325,6/16/18,20080214,Little Birch,Cars Accident,0,,,,,,,
Kelsea,20080708,7/18/18,20080228,Littleton,Bike & Car Accident,0,,,,,,,
Bryanna,20080714,3/31/18,20090809,Lizemores,Bike Accident,0,,,,,,,
Audriana,20080916,4/13/18,20090117,Lochgelly,Cars Accident,0,,,,,,,
Danika,20090109,6/23/18,20090118,Logan,Bike & Car Accident,0,,,,,,,
Gianna,20090612,5/3/18,20090905,London,Cars Accident,0,,,,,,,
Makayla,20090816,7/1/18,20090629,Lookout,Cars Accident,0,,,,,,,
Martika,20080525,3/16/18,20080215,Looneyville,Bike & Car Accident,1,,,,,,,
Mikaela,20080531,6/30/18,20080215,Lorado,Bike Accident,1,,,,,,,
Destinee,20080703,7/10/18,20090123,Lorentz,Cars Accident,0,,,,,,,
Brittnay,20080707,5/8/18,20100307,Lost City,Bike & Car Accident,0,,,,,,,
Yajaira,20080719,7/18/18,20090525,Lost Creek,Bike Accident,0,,,,,,,
Yasmine,20100112,7/6/18,20090611,Lumberport,Bike Accident,0,,,,,,,
Shaniqua,20090802,7/17/18,20080714,Lyburn,Bike & Car Accident,0,,,,,,,
Shanelle,20100121,7/26/18,20081105,Lynco,Bike & Car Accident,0,,,,,,,
Lizeth,20080221,7/29/18,20090223,Maben,Cars Accident,0,,,,,,,
Joana,20090227,7/12/18,20080525,Mabie,Cars Accident,0,,,,,,,
Ryann,20090612,6/29/18,20080623,Mabscott,Cars Accident,1,,,,,,,
Isamar,20100612,6/22/18,20080623,Mac Arthur,Bike Accident,1,,,,,,,
Latifah,20080307,7/27/18,20080826,Macfarlan,Bike Accident,0,,,,,,,
Kanisha,20080826,5/28/18,20081206,Madison,Cars Accident,0,,,,,,,
Rubi,20090617,6/11/18,20081130,Maidsville,Cars Accident,0,,,,,,,
Mariela,20090803,5/11/18,20090722,Mallory,Bike & Car Accident,0,,,,,,,
Symone,20090828,7/2/18,20080119,Mammoth,Bike & Car Accident,0,,,,,,,
Ivana,20090915,6/21/18,20081020,Man,Cars Accident,0,,,,,,,
Heaven,20100408,6/28/18,20090811,Mannington,Bike & Car Accident,0,,,,,,,
Lucero,20090709,5/22/18,20100128,Marianna,Bike Accident,0,,,,,,,
Shelbi,20090615,7/25/18,20090802,Marlinton,Cars Accident,1,,,,,,,
Alysa,20080612,6/30/18,20090802,Martinsburg,Bike & Car Accident,1,,,,,,,
Dulce,20080907,7/21/18,20080831,Mason,Cars Accident,0,,,,,,,
Brooklyn,20081106,5/27/18,20081010,Masontown,Cars Accident,0,,,,,,,
Nataly,20081111,6/17/18,20090806,Matewan,Bike & Car Accident,0,,,,,,,
Imani,20090204,6/26/18,20080331,Matheny,Bike Accident,0,,,,,,,
Kalie,20090312,7/18/18,20080617,Mathias,Cars Accident,0,,,,,,,
Alannah,20090403,7/12/18,20081229,Matoaka,Bike & Car Accident,0,,,,,,,
Fiona,20090814,7/3/18,20090118,Maxwelton,Bike Accident,0,,,,,,,
Kanesha,20090816,6/4/18,20090913,Maybeury,Bike Accident,0,,,,,,,
Laken,20080224,6/29/18,20090122,Maysel,Bike & Car Accident,1,,,,,,,
Haleigh,20080824,6/24/18,20090122,Maysville,Bike & Car Accident,1,,,,,,,
Eryn,20090113,7/2/18,20090301,Mc Graws,Cars Accident,0,,,,,,,
Elyssa,20090209,7/20/18,20081006,Mcmechen,Cars Accident,0,,,,,,,
Shelbie,20080228,5/14/18,20080411,Meadow Bridge,Cars Accident,0,,,,,,,
Demi,20080310,6/29/18,20080723,Meadow Creek,Bike & Car Accident,0,,,,,,,
Ieshia,20100610,7/24/18,20090408,Meadowbrook,Bike Accident,0,,,,,,,
Makenzie,20080514,7/9/18,20090630,Metz,Cars Accident,0,,,,,,,
Shanequa,20091202,6/25/18,20090601,Miami,Bike & Car Accident,0,,,,,,,
Karlee,20101014,7/28/18,20090829,Middlebourne,Bike Accident,0,,,,,,,
Haylee,20100113,6/28/18,20080210,Midkiff,Bike Accident,1,,,,,,,
Cheyanne,20080223,6/28/18,20080210,Midway,Bike & Car Accident,1,,,,,,,
Estefania,20081026,6/29/18,20100325,Milam,Bike & Car Accident,0,,,,,,,
Halie,20090125,7/6/18,20080130,Mill Creek,Cars Accident,0,,,,,,,
Chynna,20090918,7/11/18,20080425,Millstone,Cars Accident,0,,,,,,,
Karlie,20100511,7/9/18,20090718,Millville,Cars Accident,0,,,,,,,
Stormy,20090202,7/24/18,20090301,Millwood,Bike Accident,0,,,,,,,
Delaney,20100603,7/18/18,20080114,Milton,Bike Accident,0,,,,,,,
Carlee,20090103,7/3/18,20100502,Minden,Cars Accident,0,,,,,,,
Kailee,20080413,7/3/18,20100104,Mineral Wells,Cars Accident,0,,,,,,,
Alayna,20100715,6/22/18,20090510,Moatsville,Bike & Car Accident,1,,,,,,,
Mckenna,20101017,4/17/18,20090510,Mohawk,Bike & Car Accident,1,,,,,,,
Shaquana,20100402,4/9/18,20081009,Montana Mines,Cars Accident,0,,,,,,,
Tiesha,20090216,1/1/19,20090328,Montcalm,Bike & Car Accident,0,,,,,,,
Brielle,20080524,6/3/18,20080209,Monterville,Bike Accident,0,,,,,,,
Marcela,20080704,6/16/18,20090122,Montgomery,Cars Accident,0,,,,,,,
Myranda,20080820,6/22/18,20090714,Montrose,Bike & Car Accident,0,,,,,,,
Miriah,20080928,6/25/18,20090802,Moorefield,Cars Accident,0,,,,,,,
Alexus,20090415,6/23/18,20080528,Morgantown,Cars Accident,0,,,,,,,
Kelcie,20090511,4/23/18,20091116,Moundsville,Bike & Car Accident,0,,,,,,,
Emerald,20090617,5/8/18,20100306,Mount Alto,Bike Accident,1,,,,,,,
Giovanna,20090731,5/11/18,20100306,Mount Carbon,Cars Accident,1,,,,,,,
Bryana,20091224,5/15/18,20080901,Mount Clare,Bike & Car Accident,0,,,,,,,
China,20081229,4/30/18,20100516,Mount Gay,Bike Accident,0,,,,,,,
Essence,20080813,7/3/18,20090127,Mount Hope,Bike Accident,0,,,,,,,
Bria,20080317,5/2/18,20090127,Mount Lookout,Bike & Car Accident,0,,,,,,,
Aracely,20081102,6/25/18,20090523,Mount Nebo,Bike & Car Accident,0,,,,,,,
Aubree,20100112,6/24/18,20090628,Mount Olive,Cars Accident,0,,,,,,,
Chelsy,20080413,7/24/18,20091204,Mount Storm,Cars Accident,0,,,,,,,
Miesha,20080521,7/16/18,20090625,Mount Zion,Cars Accident,0,,,,,,,
Cinthia,20100208,2/21/18,20100306,Mullens,Bike Accident,1,,,,,,,
Brianda,20090330,6/8/18,20100306,Munday,Bike Accident,1,,,,,,,
Hailee,20090805,6/11/18,20081109,Myra,Cars Accident,0,,,,,,,
Karley,20080211,6/26/18,20080505,Nallen,Cars Accident,0,,,,,,,
Ashlynn,20080330,5/1/18,20100130,Naoma,Bike & Car Accident,0,,,,,,,
Macey,20080404,6/7/18,20100616,Napier,Bike & Car Accident,0,,,,,,,
Tatyana,20090313,6/24/18,20090422,Naugatuck,Cars Accident,0,,,,,,,
Shawnee,20090703,5/31/18,20101018,Nebo,Bike & Car Accident,0,,,,,,,
Brea,20100208,7/24/18,20090519,Nellis,Bike Accident,0,,,,,,,
Joselyn,20100107,3/15/18,20100208,Nemours,Cars Accident,0,,,,,,,
Ivonne,20100115,5/30/18,20100306,Neola,Bike & Car Accident,1,,,,,,,
Katerina,20080627,7/28/18,20100306,Nettie,Cars Accident,1,,,,,,,
Marlee,20091025,4/16/18,20081118,New Creek,Cars Accident,0,,,,,,,
Breonna,20080102,5/8/18,20090108,New Cumberland,Bike & Car Accident,0,,,,,,,
Shaniece,20100731,6/28/18,20080920,New Haven,Bike Accident,0,,,,,,,
Kaylynn,20100809,7/24/18,20080922,New Manchester,Cars Accident,0,,,,,,,
Kinsey,20080410,6/18/18,20091122,New Martinsville,Bike & Car Accident,0,,,,,,,
Kenia,20080427,5/25/18,20090731,New Milton,Bike Accident,0,,,,,,,
Destini,20090817,6/5/18,20100917,New Richmond,Bike Accident,0,,,,,,,
Kayley,20100531,6/4/18,20100418,Newburg,Bike & Car Accident,0,,,,,,,
Lexus,20091229,6/26/18,20100306,Newell,Bike & Car Accident,1,,,,,,,
Selene,20100102,7/10/18,20100306,Newhall,Cars Accident,1,,,,,,,
Yaritza,20100317,6/18/18,20090626,Newton,Cars Accident,0,,,,,,,
Khadijah,20100505,5/10/18,20100411,Newtown,Cars Accident,0,,,,,,,
Kadijah,20090222,6/26/18,20080503,Nimitz,Bike Accident,0,,,,,,,
Halle,20091028,6/16/18,20080523,Nitro,Bike Accident,0,,,,,,,
Brionna,20080708,7/19/18,20100602,Normantown,Cars Accident,0,,,,,,,
Destiney,20090207,6/8/18,20081109,North Matewan,Cars Accident,0,,,,,,,
Jazmyn,20090305,7/23/18,20081114,North Spring,Bike & Car Accident,0,,,,,,,
Yazmin,20091203,7/11/18,20100323,Northfork,Bike & Car Accident,0,,,,,,,
Itzel,20100404,6/22/18,20090322,Norton,Cars Accident,1,,,,,,,
Kassidy,20080519,7/14/18,20090322,Oakvale,Bike & Car Accident,1,,,,,,,
Coraima,20090110,7/6/18,20080828,Oceana,Bike Accident,0,,,,,,,
Shannen,20090626,6/19/18,20081106,Odd,Cars Accident,0,,,,,,,
Kailyn,20090814,7/3/18,20081022,Old Fields,Bike & Car Accident,0,,,,,,,
Kalene,20080506,7/2/18,20080416,Omar,Cars Accident,0,,,,,,,
Katlynn,20080519,6/20/18,20081015,Ona,Cars Accident,0,,,,,,,
Lexi,20080527,7/24/18,20081229,Onego,Bike & Car Accident,0,,,,,,,
Deyanira,20090512,4/9/18,20090325,Orgas,Bike Accident,0,,,,,,,
Yasmeen,20090620,4/30/18,20100730,Orlando,Cars Accident,0,,,,,,,
Shyanne,20090809,6/3/18,20090322,Orma,Bike & Car Accident,1,,,,,,,
Viridiana,20080319,5/25/18,20090322,Osage,Bike Accident,1,,,,,,,
Kaylene,20080715,7/26/18,20081116,Ottawa,Bike Accident,0,,,,,,,
Crysta,20080816,6/21/18,20090306,Paden City,Bike & Car Accident,0,,,,,,,
Reina,20090819,7/23/18,20080609,Page,Bike & Car Accident,0,,,,,,,
Alondra,20100401,4/13/18,20090823,Pageton,Cars Accident,0,,,,,,,
Kayli,20080226,7/14/18,20090827,Palestine,Cars Accident,0,,,,,,,
Nayeli,20100207,7/23/18,20100107,Panther,Cars Accident,0,,,,,,,
Jasmyn,20080522,7/23/18,20100125,Parkersburg,Bike Accident,0,,,,,,,
Aspen,20080621,7/17/18,20090322,Parsons,Bike Accident,0,,,,,,,
Jasmyne,20080808,7/12/18,20090322,Paw Paw,Cars Accident,1,,,,,,,
Paloma,20090219,5/22/18,20090322,Pax,Cars Accident,1,,,,,,,
Eleni,20090225,6/11/18,20080712,Paynesville,Bike & Car Accident,0,,,,,,,
Hana,20090617,6/20/18,20100504,Peach Creek,Bike & Car Accident,0,,,,,,,
Aaliyah,20090415,7/23/18,20081114,Pecks Mill,Cars Accident,0,,,,,,,
Aliyah,20090212,7/7/18,20091105,Pence Springs,Bike & Car Accident,0,,,,,,,
Dalia,20091029,6/5/18,20081022,Pennsboro,Bike Accident,0,,,,,,,
Zhane,20100625,7/24/18,20081104,Pentress,Cars Accident,0,,,,,,,
Mckayla,20080326,7/10/18,20081111,Petersburg,Bike & Car Accident,0,,,,,,,
Clarisa,20080904,7/3/18,20081126,Peterstown,Cars Accident,0,,,,,,,
Mikala,20090719,6/27/18,20080403,Petroleum,Cars Accident,1,,,,,,,
Dayana,20090917,6/27/18,20080403,Peytona,Bike & Car Accident,1,,,,,,,
Maddison,20080522,7/24/18,20090328,Philippi,Bike Accident,0,,,,,,,
Kianna,20080224,7/16/18,20090805,Pickens,Cars Accident,0,,,,,,,
Kenzie,20080513,5/24/18,20100610,Piedmont,Bike & Car Accident,0,,,,,,,
Bailee,20080912,6/10/18,20100726,Pinch,Bike Accident,0,,,,,,,
Sydnee,20081019,7/2/18,20100913,Pine Grove,Bike Accident,0,,,,,,,
Haylie,20081130,6/1/18,20080722,Pineville,Bike & Car Accident,0,,,,,,,
Nohely,20081216,7/6/18,20090126,Piney View,Bike & Car Accident,0,,,,,,,
Makenna,20090320,7/5/18,20080220,Pipestem,Cars Accident,0,,,,,,,
Vanesa,20090321,6/26/18,20080403,Poca,Cars Accident,1,,,,,,,
Cydney,20100125,7/2/18,20080403,Point Pleasant,Cars Accident,1,,,,,,,
Aleah,20100402,6/27/18,20080422,Points,Bike Accident,0,,,,,,,
Shyann,20081104,5/24/18,20080517,Pond Gap,Bike Accident,0,,,,,,,
Valentina,20090502,7/5/18,20080715,Pool,Cars Accident,0,,,,,,,
Caitlynn,20091009,7/25/18,20090115,Porters Falls,Cars Accident,0,,,,,,,
Tatum,20080913,5/12/18,20090219,Powellton,Bike & Car Accident,0,,,,,,,
Adilene,20080905,6/26/18,20100620,Pratt,Bike & Car Accident,0,,,,,,,
Isis,20100304,7/8/18,20080520,Premier,Cars Accident,0,,,,,,,
Tatianna,20081016,5/2/18,20100117,Prichard,Bike & Car Accident,0,,,,,,,
Baylee,20100222,7/16/18,20080403,Prince,Bike Accident,1,,,,,,,
Shania,20090528,7/17/18,20080403,Princeton,Cars Accident,1,,,,,,,
Jocelyne,20090527,6/13/18,20080605,Princewick,Bike & Car Accident,0,,,,,,,
Daisha,20100328,5/5/18,20081121,Procious,Cars Accident,0,,,,,,,
Kaelyn,20100513,7/26/18,20090108,Proctor,Cars Accident,0,,,,,,,
Jayla,20090727,5/29/18,20090528,Prosperity,Bike & Car Accident,0,,,,,,,
Dasia,20090916,4/20/18,20090606,Pullman,Bike Accident,0,,,,,,,
Emely,20100210,5/22/18,20100605,Purgitsville,Cars Accident,0,,,,,,,
Sydni,20090908,6/21/18,20090521,Pursglove,Bike & Car Accident,0,,,,,,,
Abbigail,20091214,7/24/18,20090419,Quinwood,Bike Accident,0,,,,,,,
Miracle,20080801,3/23/18,20100722,Rachel,Bike Accident,1,,,,,,,
Zoey,20080909,7/9/18,20100722,Racine,Bike & Car Accident,1,,,,,,,
Unique,20071227,7/20/18,20090417,Ragland,Bike & Car Accident,0,,,,,,,
Iridian,20081209,5/15/18,20090603,Rainelle,Cars Accident,0,,,,,,,
Brooklynn,20090207,7/28/18,20090719,Raleigh,Cars Accident,0,,,,,,,
Alia,20100814,2/13/18,20090402,Ranger,Cars Accident,0,,,,,,,
Keanna,20090816,7/22/18,20090914,Ranson,Bike Accident,0,,,,,,,
Alivia,20101110,7/11/18,20090921,Ravencliff,Bike Accident,0,,,,,,,
Daija,20091220,5/29/18,20090715,Ravenswood,Cars Accident,0,,,,,,,
Sydnie,20091111,7/10/18,20090924,Rawl,Cars Accident,0,,,,,,,
Fernanda,20090517,6/28/18,20100722,Raysal,Bike & Car Accident,1,,,,,,,
